,Unnamed: 0,Unnamed: 0.1,asin,date,model,product,review,score,user,CS_SS,feature
53,236,236,B01MS16V42?pageNumber=5,"January 20, 2015",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","The stability at full optical is great, much better,than the Nikon, for example.,The lens is awesome, If you lens, be careful.",5,Amazon Customer,CS,"lens,optical"
54,237,237,B01MS16V42?pageNumber=5,"January 20, 2015",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","Also,the other thing that is a limitation of most cameras that offer a '3d' feature is the 3d is not very useful because it only works,at 'max lens view', meaning distant scenery, which really never has much depth.",5,Amazon Customer,CS,lens
55,244,244,B01D93Z89W?pageNumber=2,"May 12, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,Lots of stuff included that I won't use and the one thing I thought I was getting (the higher batteryed optical lens) was not included.,1,Amazon Customer,CS,"lens,optical,battery"
56,252,252,B01B6YDD1G?pageNumber=5,"February 27, 2019",Canon-PowerShot-180-Digital-Silver-Accessory,Canon PowerShot ELPH 180 20MP 8X Zoom Digital Camera (Silver) + 32GB Card + Reader + Case + Accessory Bundle,"Camera arrived on time with all the things needed to make it functional (battery charger, lens cleaner, card reader...).",5,Robin Marie Foster,CS,"lens,battery"
57,254,254,B011PKJI2Y?pageNumber=5,"August 29, 2017",PANASONIC-Features-Megapixel-2-3-inch-Dustproof,"PANASONIC LUMIX FZ300 Long Zoom Digital Camera Features 12.1 Megapixel, 1/2.3-inch Sensor, 4K Video, WiFi, Splash & Dustproof Camera Body, Leica DC 24X F2.8 Zoom Lens - DMC-FZ300K - (Black) USA",I also like the bigger lens which takes in more flash.,5,Amazon Customer,CS,"lens,flash"
58,255,255,B011PKJI2Y?pageNumber=5,"August 29, 2017",PANASONIC-Features-Megapixel-2-3-inch-Dustproof,"PANASONIC LUMIX FZ300 Long Zoom Digital Camera Features 12.1 Megapixel, 1/2.3-inch Sensor, 4K Video, WiFi, Splash & Dustproof Camera Body, Leica DC 24X F2.8 Zoom Lens - DMC-FZ300K - (Black) USA",So you a aware this is bigger than a point & click and will not fit in your shirt pocket but a lot easier to carry than a DSLR camera and a bunch of big heavy lenses.,5,Amazon Customer,CS,lens
59,272,272,B01D93Z89W?pageNumber=3,"October 15, 2017",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,My only problem is that the lowest aperture the camera can shoot is F4.5 and the highest the lens can shoot is F5.6.,4,Samuel,CS,lens
60,273,273,B01D93Z89W?pageNumber=3,"October 15, 2017",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,It would have been great if the lens it came with could shoot at a higher aperture.,4,Samuel,CS,lens
61,275,275,B01D93Z89W?pageNumber=3,"October 29, 2017",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,"This year is first year playing tackle football so I got the camera to take football pics..I ended up purchasing the 75-300mm telephoto lense, better for bursts, in addition the the lens that came w the camera.",5,Jason Kendrick,CS,"lens,burst"
62,278,278,B01D93Z89W?pageNumber=3,"July 30, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,"I have a better lens from my old camera, so I didn't use the stock lens much.",5,Anna,CS,lens
63,282,282,B011PKJI2Y?pageNumber=6,"July 6, 2019",PANASONIC-Features-Megapixel-2-3-inch-Dustproof,"PANASONIC LUMIX FZ300 Long Zoom Digital Camera Features 12.1 Megapixel, 1/2.3-inch Sensor, 4K Video, WiFi, Splash & Dustproof Camera Body, Leica DC 24X F2.8 Zoom Lens - DMC-FZ300K - (Black) USA","I used to have a camera with a fairly large and heavy optical lens, but the optical reach on this camera is longer and the whole thing weighs less than that lens did alone.",5,Katherine Fewox,CS,"lens,optical"
64,284,284,B00K47O5BY?pageNumber=2,"March 26, 2019",Canon-PowerShot-Flexible-Replacement-Protective,Canon PowerShot ELPH 180 Digital Camera (Red) + 32GB SDHC Memory Card + Flexible tripod + AC/DC Turbo Travel Charger + Replacement battery + Protective camera case with Deluxe Bundle,"My Nikon S4000 developed lens issues that could not be repaired (basically, it was a throw-away!)",4,Silver Eagle,CS,lens
65,287,287,B00HNJWUBI?pageNumber=4,"December 7, 2014",Sony-DSCW830-Digital-Camera-2-7-Inch,Sony DSCW830 20.1 MP Digital Camera with 2.7-Inch LCD (Silver),"It has an amazing lens, works great in low flash, is tiny, easy to use and takes much better pictures than my iPhone 4.",4,josh,CS,"lens,flash"
66,293,293,B01MS16V42?pageNumber=7,"November 26, 2013",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","For it's ability, features, and performance, I would say this camera is the best overall value of any camera in it's class being sold today, but that's just one mans opinion.,One thing I almost forgot to mention in closing, is that it has a 55mm thread at the end of the lens so you can attach filters for special effects.",5,Todd M. Powley,CS,lens
67,300,300,B079GDB7C7?pageNumber=9,"June 24, 2019",Canon-18-55mm-75-300mm-Filters-Professional,Canon EOS Rebel T6 DSLR Camera with 18-55mm IS II Lens Bundle + Canon EF 75-300mm f/4-5.6 III Lens and 500mm Preset Lens + 32GB Memory + Filters + Monopod + Spider Tripod + Professional Bundle,"I love the camera and most of the accessories, however the 500mm lens is not a Canon product and the adapter that is sent to make it fit, does not tighten to the lens.",4,Allen Chase,CS,lens
68,315,315,B079GDB7C7?pageNumber=10,"April 30, 2019",Canon-18-55mm-75-300mm-Filters-Professional,Canon EOS Rebel T6 DSLR Camera with 18-55mm IS II Lens Bundle + Canon EF 75-300mm f/4-5.6 III Lens and 500mm Preset Lens + 32GB Memory + Filters + Monopod + Spider Tripod + Professional Bundle,i loved the lenses  the 8meter lens was every thini hoped it was amd the700mm lens was perfect and easy to use it is worth every penny and more i couldnt beleive how fast it got to me i will be making other purchases from this distributor,5,PAUL CALEF,CS,lens
69,322,322,B01D93Z89W?pageNumber=4,"August 6, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,Look around and hunt down a better telephoto or a lens lens.,5,Jim O.,CS,lens
70,330,330,B00HNJWUBI?pageNumber=6,"September 23, 2015",Sony-DSCW830-Digital-Camera-2-7-Inch,Sony DSCW830 20.1 MP Digital Camera with 2.7-Inch LCD (Silver),"Using the intelligent auto setting, I shot several scenes using the DSC-W830 (lens at widest setting--25 mm focal length equivalent) and the iPhone 6 (29 mm focal length equivalent) and the standard photo app.",3,Ventura D,CS,lens
71,332,332,B00HNJWUBI?pageNumber=6,"September 23, 2015",Sony-DSCW830-Digital-Camera-2-7-Inch,Sony DSCW830 20.1 MP Digital Camera with 2.7-Inch LCD (Silver),"The chromatic aberration appears to be a lens issue, and I haven't tested different focal lengths (levels of optical) to see whether it gets worse or better when focal length is increased.",3,Ventura D,CS,"lens,optical"
72,333,333,B00HNJWUBI?pageNumber=6,"September 23, 2015",Sony-DSCW830-Digital-Camera-2-7-Inch,Sony DSCW830 20.1 MP Digital Camera with 2.7-Inch LCD (Silver),The iPhone 6 probably has less of a problem with this because it uses a prime lens (no optical).,3,Ventura D,CS,"lens,optical"
73,336,336,B00HNJWUBI?pageNumber=6,"September 23, 2015",Sony-DSCW830-Digital-Camera-2-7-Inch,Sony DSCW830 20.1 MP Digital Camera with 2.7-Inch LCD (Silver),"I had thought that perhaps a smaller aperture (resulting from the bright sunflash) might help, or that the lens would have a ""sweet-spot"" at mid-optical.",3,Ventura D,CS,"lens,optical,flash"
74,341,341,B019UDHT6U?pageNumber=13,"July 18, 2016",Canon-PowerShot-Digital-Camera-Stabilization,Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"Other failures have included a Canon mid-level DSLR, 50 mm prime lens, and even a (very expensive) L lens which did give me years of service, but for that price should have given me years more.,***** ORIGINAL REVIEW *****,Long ago when I lived in Japan, I owned an earlier version of this camera when it was called IXY and it only had 4.0 pixels.",1,Tom,CS,"pixel,lens"
75,342,342,B019UDHT6U?pageNumber=13,"July 18, 2016",Canon-PowerShot-Digital-Camera-Stabilization,Canon PowerShot ELPH 180 Digital Camera w/Image Stabilization and Smart AUTO Mode (Red),"In my experience there's simply no substitute for a quality full sized sensor and the lens to go with it.,But the philosophical side of photography tells us that the best picture is the one you get, not the one you missed because your equipment was too heavy or bulky to take with you.",1,Tom,CS,lens
76,348,348,B01D93Z89W?pageNumber=5,"December 14, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,"I am truly happy with the package set (multiple lenses, 2 tripods, multiple memory cards,  and more.)",5,Candy B,CS,"lens,memory"
77,352,352,B011PKJI2Y?pageNumber=10,"November 19, 2017",PANASONIC-Features-Megapixel-2-3-inch-Dustproof,"PANASONIC LUMIX FZ300 Long Zoom Digital Camera Features 12.1 Megapixel, 1/2.3-inch Sensor, 4K Video, WiFi, Splash & Dustproof Camera Body, Leica DC 24X F2.8 Zoom Lens - DMC-FZ300K - (Black) USA",It had a longer lens than the Lumix but the Lumix takes much better pictures.,4,James W Ewing,CS,lens
78,353,353,B07MN5NHJC?pageNumber=11,"May 27, 2019",Digital-Vlogging-YouTube-Recorder-Batteries,Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,It is easy to use and comes with two battery and it also comes with another lens and a few more things that come in handy .,5,kingklan67,CS,"lens,battery"
79,354,354,B07MN5NHJC?pageNumber=11,"June 4, 2019",Digital-Vlogging-YouTube-Recorder-Batteries,Digital Camera Video Camera Vlogging YouTube Recorder HD1080P 30FPS 24.0MP 3.0 Inch Flip Screen 16X Digital Zoom WiFi Camera with Wide Angle Lens and 2 Batteries,"I had a great moment with this camera in coney island beach in New York last weekend with my girl friend, it could do optical in and out to get closer or far as much as you want, clear lense and give high quality picture , it really worth the money i spent",5,Neven Al bee,CS,"lens,optical"
80,367,367,B011PKJI2Y?pageNumber=11,"August 3, 2018",PANASONIC-Features-Megapixel-2-3-inch-Dustproof,"PANASONIC LUMIX FZ300 Long Zoom Digital Camera Features 12.1 Megapixel, 1/2.3-inch Sensor, 4K Video, WiFi, Splash & Dustproof Camera Body, Leica DC 24X F2.8 Zoom Lens - DMC-FZ300K - (Black) USA",It took some pictures better than my friends DSLR with multiple lenses.,5,Kate,CS,lens
81,378,378,B01D93Z89W?pageNumber=7,"January 9, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,"However, my praises on this bundle, for the most part, start and end with the camera and the Canon lens.",5,Tyler L.,CS,lens
82,379,379,B01D93Z89W?pageNumber=7,"January 9, 2018",Canon-T6-Digital-Telephoto-Accessory,Canon EOS Rebel T6 Digital SLR Camera with 18-55mm EF-S f/3.5-5.6 is II Lens + 58mm Wide Angle Lens + 2X Telephoto Lens + Flash + 48GB SD Memory Card + UV Filter Kit + Tripod + Full Accessory Bundle,"Most of the bundle is kind of a joke except for a few choice items, that I should say does still make it worth the additional $20 or so more it is than getting just the camera and lens without the accessories.",5,Tyler L.,CS,lens
83,386,386,B01MS16V42?pageNumber=10,"July 6, 2016",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","I think it had something to do with the cost of her cameras & lenses that was in her expensive case for most of the trip.,The biggest down fall that I read about this was the fuzzy pictures.",5,Amazon Customer,CS,lens
84,388,388,B00I8BIBCW?pageNumber=8,"October 17, 2015",Sony-DSCW800-Digital-Camera-Black,Sony DSCW800/B 20.1 MP Digital Camera (Black),"I own several Nikons with all the lenses and all that, but they are too big to haul around all the time, and the photos I get from my I-phone are of mediocre quality at best.",4,ML8 ML8,CS,lens
85,389,389,B00UIIDP06?pageNumber=16,"August 7, 2017",Canon-PowerShot-Stabilized-Complete-Accessory,Canon PowerShot SX530 HS Digital Camera with 50x Optical Image Stabilized Zoom with 3-Inch LCD HD 1080p Video (Black)+ Extra Battery + 24GB Class 10 Card Complete Deluxe Accessory Bundle And Much More,"I would also suggest getting a larger bag to fit the camera, other lenses, etc.,The company is great and I received the camera package 3 days after ordering it.",5,Amazon Customer,CS,lens
86,407,407,B01MS16V42?pageNumber=12,"October 30, 2018",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","The touch LCD rocks and it offers so many different setting options plus the biggest perk, the lens offers such a huge range, super strong optical and an aperture as low as 2.8f, creative play time!",5,Karina Rindt,CS,"lens,optical,LCD"
87,425,425,B00KW5OKU4?pageNumber=18,"April 23, 2019",Panasonic-Vario-ELMAR-F3-3-6-4-Megapixels-Sensitivity,"Panasonic Lumix 4K Digital Camera with 30X LEICA DC Vario-ELMAR Lens F3.3-6.4, 18 Megapixels, and High Sensitivity Sensor - Point and Shoot Camera - DMC-ZS60K (BLACK)","astrophotography other than the moon since too much noise even in dark skies and lowest ISO,- dynamic range limited about the same as a phone camera so need to take multiple focuss like HDR to really capture subtle details in clouds and sky although as you can see from my pics does pretty decent job for such a small sensor!,- can experience lots of lens flare shooting into sun or bright things but can be good or bad thing depending if your taste.",4,Daviangel,CS,"lens,focus"
88,430,430,B01MS16V42?pageNumber=14,"August 24, 2015",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)",I am going to sell my multi lens DSLR because this is a lot more convenient and with equal or better results.,5,John Nornberg,CS,lens
89,432,432,B01MS16V42?pageNumber=14,"August 30, 2016",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)","great camera for bursting events and outdoor photography in the flash, Hauling around a big lensed DLSR id just not practical most of the time so this gets good shots quickly with ease of carry.",4,Ballzdeep,CS,"lens,burst,flash"
90,441,441,B00KW5OKU4?pageNumber=19,"January 27, 2018",Panasonic-Vario-ELMAR-F3-3-6-4-Megapixels-Sensitivity,"Panasonic Lumix 4K Digital Camera with 30X LEICA DC Vario-ELMAR Lens F3.3-6.4, 18 Megapixels, and High Sensitivity Sensor - Point and Shoot Camera - DMC-ZS60K (BLACK)",I plan to use this as my default travel camera...much better than lugging around my Nikon DSLR with multiple lenses!,5,Gadget Guy,CS,lens
91,454,454,B00KW5OKU4?pageNumber=20,"November 27, 2018",Panasonic-Vario-ELMAR-F3-3-6-4-Megapixels-Sensitivity,"Panasonic Lumix 4K Digital Camera with 30X LEICA DC Vario-ELMAR Lens F3.3-6.4, 18 Megapixels, and High Sensitivity Sensor - Point and Shoot Camera - DMC-ZS60K (BLACK)","The optical lens is great; having a real viewfinder (though digital) is really nice for taking photos in bright flash; having a flip LCD is nice for selfies and taking photos from a low perspective; the size while not being truly 'pocketable' is a lot better than a full size SLR when on-the-go; the battery life is good; USB charging is nice; video quality, like photos, is excellent in dayflash.",3,MFA,CS,"lens,optical,battery,LCD,flash"
92,460,460,B01MS16V42?pageNumber=16,"September 15, 2016",PANASONIC-Megapixel-20-1200mm-Stabilization-DC-FZ80K,"PANASONIC LUMIX FZ80 4K Digital Camera, 18.1 Megapixel Video Camera, 60X Zoom DC VARIO 20-1200mm Lens, F2.8-5.9 Aperture, POWER O.I.S. Stabilization, Touch Enabled 3-Inch LCD, Wi-Fi, DC-FZ80K (Black)",I do think there is a bit of a difference in the lens (Lumix vs Leica) but not enough to matter to most folks.,5,Claudia G.,CS,lens
93,467,467,B079GDB7C7?pageNumber=20,"February 21, 2019",Canon-18-55mm-75-300mm-Filters-Professional,Canon EOS Rebel T6 DSLR Camera with 18-55mm IS II Lens Bundle + Canon EF 75-300mm f/4-5.6 III Lens and 500mm Preset Lens + 32GB Memory + Filters + Monopod + Spider Tripod + Professional Bundle,"The two smaller lenses are Canon the telephoto lenses is an off brand but appears to be well made.,If you are looking for a starter setup I highly recommend this package.",5,kala717,CS,lens
94,468,468,B078YR3MNK?pageNumber=16,"May 12, 2019",AbergBest-Rechargeable-Digital-Students-cameras,"AbergBest 21 Mega Pixels 2.7"" LCD Rechargeable HD Digital Camera,Video camera Digital Students cameras,Indoor Outdoor for Adult/Seniors/Kids (Black)","Have had cell phones and am generally happy with the pictures, this is what I expected with maybe a sflashly better lenses.",3,SCK,CS,"lens,flash"
95,471,471,B00KW5OKU4?pageNumber=21,"May 19, 2016",Panasonic-Vario-ELMAR-F3-3-6-4-Megapixels-Sensitivity,"Panasonic Lumix 4K Digital Camera with 30X LEICA DC Vario-ELMAR Lens F3.3-6.4, 18 Megapixels, and High Sensitivity Sensor - Point and Shoot Camera - DMC-ZS60K (BLACK)","No need to spend thousands on the camera and extra lenses- this is a great camera for someone interested in photography, as the features will allow it to grow with you as you learn more.",4,Tonya,CS,lens
96,473,473,B07B43WPVK,"April 23, 2018",Sony-Full-Frame-Mirrorless-Interchangeable-Lens-ILCE7M3,"Sony a7 III Full-Frame Mirrorless Interchangeable-Lens Camera Optical with 3-Inch LCD, Black (ILCE7M3/B)","With the Sony, the darn thing is now sharp at f2.8 - that's huge for me as I was getting ready to sell this lens and upgrade to the Tamron when they offer their native Sony glass.,Aside from lens performance, high ISO shots are simply amazing - even at 12,800, they are better than 1600 on my 7D - changes everything for me based on what and how I shoot.",5,DVAB,CS,lens
97,475,475,B07NQBQ9F2,"March 26, 2019",Fujifilm-X-T30-Mirrorless-Black-Body,"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Arguably the Sony A6400, which is the closest direct competitor, has sflashly better autofocus and a more versatile front-facing flip LCD, but if you like some of the Fuji-distinctive professional features like focus control dials, film simulation modes, and clean output of 10-bit 4:2:2 over HDMI, you can stop looking right now and just buy the X-T30.,Is the X-T30 good enough to tempt you from your current system of lenses to the Fuji ecosystem?",5,Steve M.,CS,"lens,focus,LCD,flash"
98,477,477,B07NQBQ9F2,"March 26, 2019",Fujifilm-X-T30-Mirrorless-Black-Body,"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","Check out the various demos online of the video quality, especially if you can download the original file and not rely on overly-compressioned uploads like the ones you'll see here or on a video sharing site.,▶ Convenient HANDLING and extreme PORTABILITY: you can buy this camera and a Fuji pancake lens for portability that rivals a large smartphone (albeit too thick for most pockets), but with focus controls readily available at your fingertips that bring back the joy of photography.",5,Steve M.,CS,"lens,focus,compression"
99,483,483,B07NQBQ9F2,"March 26, 2019",Fujifilm-X-T30-Mirrorless-Black-Body,"Fujifilm X-T30 Mirrorless Digital Camera, Black (Body Only)","But, if you're really starting out fresh with your next choice of a camera body (and locking yourself into a system of lenses), use this as a jumping off point for your research.,▶ For STILL images, the X-T30's larger sensor and higher pixel count will produce much cleaner, lower-noise images.",5,Steve M.,CS,"pixel,lens"
