,Unnamed: 0,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
612,612,compression,20,13,5088055,B005MTME3U,Canon PowerShot S100 12.1 MP Digital Camera with 5x Wide-Angle Optical Image Stabilized Zoom (Black),You can not process raw or JPEG images in CS 5 at all.,CS,nothing
613,613,compression,20,13,5088055,B005MTME3U,Canon PowerShot S100 12.1 MP Digital Camera with 5x Wide-Angle Optical Image Stabilized Zoom (Black),Turns out my inability to process Jpegs was due to my card reader.,SS,N
614,614,compression,20,13,5088658,B005MTMFHU,Canon SX40 HS 12.1MP Digital Camera with 35x Wide Angle Optical Image Stabilized Zoom and 2.7-Inch Vari-Angle Wide LCD,"Once I was able to fire it up, I discovered that this camera only shoots pictures in JPEG!",CS,nothing
615,615,compression,20,13,5088658,B005MTMFHU,Canon SX40 HS 12.1MP Digital Camera with 35x Wide Angle Optical Image Stabilized Zoom and 2.7-Inch Vari-Angle Wide LCD,Who in there right mind would pay 400$ for a jpeg camera - I could have saved hundreds by buying a point and shoot.,SS,P
616,616,compression,20,13,5116893,B005OGQXJW,Nikon 1 J1 Digital Camera System with 10-30mm Lens (White) (OLD MODEL),JPEG results out of the camera are not stellar at high ISO - there's certainly some aggressive noise reduction going on - so you will certainly want to switch to RAW for best results.,CS,nothing
617,617,compression,20,13,5117082,B005OGR3DM,Nikon 1 V1 10.1 MP HD Digital Camera System with 10-30mm VR 1 NIKKOR Lens (Black),"The jpegs are well exposed, full of good detail and the colors are right on the money.",SS,P
618,618,compression,20,13,5117082,B005OGR3DM,Nikon 1 V1 10.1 MP HD Digital Camera System with 10-30mm VR 1 NIKKOR Lens (Black),"Just as good as the ""famous"" Olympus Jpegs.",SS,P
619,619,compression,20,13,5146842,B005Q645M2,Fuji FinePix S3300 ~ 14 Megapixel Digital Camera with Wide Angle 26X Optical Zoom,"What's in the box...* 4xAA type alkaline batteries* Shoulder strap* USB-A / V cable* Lens cap and Lens cap cord* CD-ROM* Owner's manualRecording mediaStill Image: JPEG (Exif Ver 2.3)(Design rule for Camera File system compliant / DPOF-compatible)Movie: AVI (Motion JPEG )Sound: WAVE format, Monaural soundZoom ability* Digital: Approx.",SS,P
620,620,compression,20,13,5251909,B00604YSNK,Panasonic Lumix DMC-GX1K 16 MP Micro 4/3 Compact System Camera with 3-Inch LCD Touch Screen and 14-42mm Zoom Lens (Black),"I was hoping Panny would improve their jpeg engine, but it seems the same.The GX1 does have a nice grip and electronic level, but Panasonic has not improved IQ over the G3 that was released in summer.",CS,P
621,621,compression,20,13,5252042,B00604YSNK,Panasonic Lumix DMC-GX1K 16 MP Micro 4/3 Compact System Camera with 3-Inch LCD Touch Screen and 14-42mm Zoom Lens (Black),I want to address a peculiar review on stevehuffs blog where he puts these cameras head to head in natural mode with no adjustment to compare jpgs (as Olympus is noted for their jpeg processor).,SS,N
622,622,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,JPEGs (Sony's default jpeg algorithm could use some tweaking/sharpening) print out sharply at 30 by 20 print sizes (as long as I stay under ISO 800).,SS,N
623,623,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"Other firmware bugs and weaknesses (like JPEG definitions) could also be improved.3) As great as the EVF is, sometimes the view is too contrasty, yielding either blown highlights or 'blackout' regions - needs contrast adjustment function.4) Not as svelte as the Alpha 55 (but for those with big hands, the extra heft and size work).",CS,P
624,624,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"?7) Resulting loss of live view in high-speed shooting modes can make aiming the camera a bit tricky.8) Switching between viewing photos vs. videos is still a bit cumbersome and awkward.9) Default JPEG settings are both too soft (need sharpening), and too noisy at higher ISO - requires users understand menu options and make adjustments to get best possible JPEGs (set NR to high on high ISO, and sharpening to 3+ gives you the best JPEGs).10 Sweep panorama modes distinctly poor in resolution (because of having to remove panning effects and image smear with very high shutter speeds/high ISO?)",CS,N
625,625,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"Nothing in the subframe APS-C market will outresolve the A65 in fair to decent light - or provide better video.LOW LIGHT PROBLEMS?Although the recent Digital Photography Review (the closest thing to a definitive source on digital cameras on the web) slammed the Alpha 77 (same sensor and basic image engine as the A65) for its high noise particularly in RAW, and its somewhat 'mushy' JPEG rendering, I generally agree, but think some clarifications are called for.",CS,P
626,626,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"First of all, the default JPEGs can be significantly sharpened.",CS,nothing
627,627,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"You wouldn't want to do this with a Canon (they are already a bit crunchy in terms of their default JPEG settings), but there is no artifact effect that I have been able to find, and it gets much closer to the maximum detail out of the 24MP sensor.",CS,nothing
628,628,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"Someone at Sony is (my guess) just too enamored of the 'smooth' look - all of their cameras are set up with default JPEG definitions that could benefit from modest sharpening.Furthermore, DP Review's own images show that even at those soft and somewhat noisy default settings, the camera does pretty well compared to the competition - and really quite well indeed given the high pixel count.",CS,P
629,629,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"If it beats some full frame cameras in low light at least on the JPEG side if not in RAW (think Sony A900 - admittedly not a low light phenom or with great low light JPEGs), it can't be terrible.",CS,nothing
630,630,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"If you need convincing, check out DP Reviews JPEG image comparator for yourself.",SS,P
631,631,compression,20,13,5375312,B006GC8YLS,Sony a (alpha) SLT-A65V (A65) - Digital camera - SLR - 24.3 Mpix - Sony DT 18-55mm lens - optical zoom: 3 x - supported memory: SD/ MS PRO Duo/ SDXC/ SDHC/ MS PRO-HG Duo,"Admittedly, its JPEG definition could be sharper to show off all the detail the 24MP sensor is capable of, but hopefully this can be addressed in new firmwares (see Cons).BOTTOM LINE - SONY AND THE BIG TWO?It's all about which tradeoffs you want to make.",CS,P
632,632,compression,20,12,393528,B0001G6UCA,Sony Cybershot DSCP73 4.1MP Digital Camera with 3x Optical Zoom,"It's almost 2013 and mySony Cybershot DSCP73 4.1MP Digital Camera with 3x Optical Zoomis still a great digital camera that takes good quality digital photos (JPEGS) and movies (MPEGS) and is fully functional after about 8 years of steady use.Even at 4.1 mega pixels, The quality is much better than a ""laptop or phone camera"".",CS,P
633,633,compression,20,12,393528,B0001G6UCA,Sony Cybershot DSCP73 4.1MP Digital Camera with 3x Optical Zoom,"As a professional photographer, my old camera was becoming too expensive to use, paying for film and processing, and too much work to scan each photograph so I could upload each to the digital web world.I did have some doubts prior to going digital, that the quality of a ""digital"" photograph might not be as good as a traditional 35mm film image.This proved not to be true.After I started using theSony Cybershot DSCP73 4.1MP Digital Camera with 3x Optical Zoom, I was very impressed at how easy to use it was with auto-focus and how sharp and detailed the ""jpeg"" photographs were (see my samples uploaded to this page).Scanned 35mm photos are not as sharp and have dust spots.",SS,P
634,634,compression,20,12,635472,B0007YEOA6,Canon EOS Digital Rebel 300D,Ability to upgrade to the hacked firmware[...] (guide to updating your 300D: [...]- Enables Custom functions menu- Enables Flash Exposure Compensation using SET button- Enables SET button function when shooting (to change image quality or shooting parameters)- Enables Shutter release w/o CF card- Flash sync speed in Av mode- Enables RAW+JPEG rec.,SS,nothing
635,635,compression,20,12,635472,B0007YEOA6,Canon EOS Digital Rebel 300D,"Enables setting the quality of embedded JPEG- Enables Mirror Lock up- Enables the ability to select the autofocus mode: AI servo, Oneshot etc.- Enables setting ISO 3200With the updated firmware, the camera is completely customizable, and you'll be able to learn all about how to create the best shots2.",CS,P
636,636,compression,20,12,1074321,B000J6E1LY,Leica V-LUX 1 10.1MP Digital Camera with 12x Optical Image Stabilized Zoom,"Compared to the Panasonic version- the improved exterior finish, Jpeg engine, aesthetics, and Leica service/warranty is worth the extra you'll pay for this camera today.Having a 35-420mm f/2.8-f3.7 internal zooming optic is unheard of in digital or analog imaging products (read again, the zoom is internal).",SS,P
637,637,compression,20,12,1218792,B000NOSUAU,Kodak Easyshare Z1275 12 MP Digital Camera with 5xOptical Zoom,This camera can capture HD video (1280  720) at 30 fps with sound using MPEG-4 compression.,SS,nothing
638,638,compression,20,12,1218845,B000NOSUAU,Kodak Easyshare Z1275 12 MP Digital Camera with 5xOptical Zoom,Lens cloth and an occasional compressed air dusting will keep this camera going strong.The Kodak Z1275 uses SD-Flash Class 2 memory.,SS,nothing
639,639,compression,20,12,1428284,B000V5P90K,Canon EOS 40D 10.1MP Digital SLR Camera (Body Only),fun fact i have never once in my life shot a raw file (ok once i shot raw plus jpeg but i never once touched the raw files) maybe its because i shot film for years and do everything in the camera.,SS,P
640,640,compression,20,12,1428284,B000V5P90K,Canon EOS 40D 10.1MP Digital SLR Camera (Body Only),raw files are bo better then jpegs as long as you know how to adjust your camera everything you can do with raw you can do in camera.,SS,P
641,641,compression,20,12,1428284,B000V5P90K,Canon EOS 40D 10.1MP Digital SLR Camera (Body Only),i have never regretted shooting jpeg only except when i get hate mail from raw shoots cursing my life.,CS,N
642,642,compression,20,12,1624483,B0012Y6HC8,Canon Digital Rebel XSI 12.2 MP Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (Silver),I usually have it set to full manual and on RAW + JPEG.,SS,nothing
643,643,compression,20,12,1970014,B001ENOZY4,Nikon D90 12.3MP DX-Format CMOS Digital SLR Camera with 18-105 mm f/3.5-5.6G ED AF-S VR DX Nikkor Zoom Lens,"One thing about the D7000 in comparison, is the file size is much bigger (I shoot hi JPEG and RAW combined).",CS,nothing
644,644,compression,20,12,1973476,B001EQ4BVI,Canon EOS 50D DSLR Camera (Body Only),(1) You can shoot up to 12400 ISO in jpeg mode.,SS,nothing
645,645,compression,20,12,2031708,B001G5ZTLS,Canon EOS 5D Mark II Full Frame DSLR Camera (Body Only) (OLD MODEL),"With wide-aperture lenses, you'll be dead-on with manual focus every time.In terms of post-processing flexibility, Canon EOS video is like shooting JPEG, but worse because the H.264 video codec throws away even more unseen data.",CS,P
646,646,compression,20,12,2031708,B001G5ZTLS,Canon EOS 5D Mark II Full Frame DSLR Camera (Body Only) (OLD MODEL),Your call whether that's worth five times the price.SETTINGS:Some settings only affect JPEG images.,CS,P
647,647,compression,20,12,2031751,B001G5ZTLS,Canon EOS 5D Mark II Full Frame DSLR Camera (Body Only) (OLD MODEL),"High resolution, simple menu, light, user friendly; shoot jpeg or RAW with better lenses and you can print big.",CS,P
648,648,compression,20,12,2388505,B001WAKSCW,Panasonic DMC-GH1K 12.1MP Four Thirds Interchangeable Lens Camera with 1080p HD Video,"For those like myself that wanted to take my photography further, the control is limitless with what you can manually adjust as well allowing me to really improve my pictures and my abilities as well as learning the digital photography art more thoroghly.The video capability is way beyond mine, I have produced some effortless clips and stunning short legnth videos, but my knowledge is less than enough to accurately review its ability other than it made me look like I kneew what I was doing with the simple push of the designated video button, and easy editing on myApple MacBook Pro MD313LL/A 13.3-Inch Laptop (NEWEST VERSION)It is fast accurate bright and simple to produce great video in my opinion and with the firmware hack mentioned earlier this body is condidered by many to be a professional grade portable system.I'll cut this off with some bullet points:+size+battery life+image capture speed+availability of lens for all situations+ease of use+ability to maually control the camera and produce stunning images+HD video ability beyond almost all other system cameras+SD card compatibility+iA mode will make 99% of the users feel like they can take pictures with confidence+RAW and jpeg file capture for post processing and easy sharing of file in high resolution-lens expense-no in camera image stabilization (panasonic lens has IS where needed)-low light performance with kit lens 14-140mm and 14-45/42mm (overcome by additional lens purchase)-single card slot for those busier daysI highly recomend this camera still 3 years later, and for the novice or the experienced this camera will not dissappoint, being 3 years old now it is much less expensive and the lens offerings make it an even better camera than it was the day I bought it.",CS,P
649,649,compression,20,12,2648036,B002JCSV6M,Nikon D300S 12.3MP DX-Format CMOS Digital SLR Camera with 3.0-Inch LCD (Body Only),I have loved this camera and it has allowed me to grow as a photographer due to it's quality and ability to shoot in RAW format and combined RAW & JPEG at the same time.,SS,P
650,650,compression,20,12,2663828,B002KANX2A,Nikon Coolpix S570 12MP Digital Camera with 5x Wide Angle Optical Vibration Reduction (VR) Zoom and 2.7-Inch LCD (Pink),"I tried all the recommended fixes (gently tapping the front, compressed air to blow out around the lens).",CS,nothing
651,651,compression,20,12,2687664,B002LITT3I,Canon PowerShot SX20IS 12.1MP Digital Camera with 20x Wide Angle Optical Image Stabilized Zoom and 2.5-Inch Articulating LCD,"It's a modern enough camera that there's not much excuse for being confined to JPEG, and I am disappointed by this, however the quality of the JPEGs is still high enough that it is no kind of deal-breaker for me.",SS,nothing
652,652,compression,20,12,2688102,B002LITT42,Canon PowerShot S90 10MP Digital Camera with 3.8x Wide Angle Optical Image Stabilized Zoom and 3-Inch LCD,"So I very carefully opened up the camera myself, located the sensor and used compressed air to clean the sensor myself.",SS,P
653,653,compression,20,12,2732284,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","Some people have indicated they were not happy with the sharpness - I adjusted the sharpness setting up a bit (if you want jpeg) in the standard mode, and it seemed to make a difference.",SS,P
654,654,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",i shoot all jpeg all the time.,CS,nothing
655,655,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",unless you tell people you shoot jpeg only then they will devote sites to hating you.,CS,N
656,656,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",look at ken rockwell he only shoots jpeg and there are a mess load of hate sites out about him shooting jpeg.,CS,N
657,657,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",all im saying is that the 7d alond with most cameras are so good and so adjustable that you can get great jpegs out of all the new cameras.,CS,P
658,658,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",people who say that there raws are better is because they are comparing them to a jped from a camera they dont know how to adjust so of course for them its a fact that raw makes better pictures then jpeg.,CS,P
659,659,compression,20,12,2732412,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",if your a camera man a real photographer you shoot jpeg.,SS,nothing
660,660,compression,20,12,2732466,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","This to me is probably the most important, even before image quality.- The sensor gives beautiful, vibrant images - the color rendering is very close to what I see with my eyes, which is my criterion.- The sensor also features a native ISO range of up to 6400 and at ISO 3200 the pictures are really good.- Flash control is excellent - I frequently use the remote flash control from the camera with a 580Ex-II and a 430Ex-II together and the possibilities are staggering.- The JPEG you get directly from the camera are gorgeous.",CS,P
661,661,compression,20,12,2732466,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)","I rarely shoot raw due to the size of the resulting files except when doing landscape or portrait, and the dedicated button that switches to raw+JPEG for the next picture is very useful to me.There are many more good things to say about this camera but I would find myself re-writing the manual, which is informative, well written and well-worth reading from cover to cover.All in all a great camera, the best I ever had and one of the easiest to use.",CS,P
662,662,compression,20,12,2732527,B002NEGTTW,"Canon EOS 7D 18 MP CMOS Digital SLR Camera, Body Only (DISCONTINUED)",The last updated increased its RAW and RAW+JPEG buffer and added manual audio adjustment.Happy shooting!,CS,nothing
663,663,compression,20,12,2835199,B002SQKVD0,Nikon D3S 12.1 MP CMOS Digital SLR Camera with 3.0-Inch LCD and 24fps 720p HD Video Capability (Body Only),I can get over 600 images RAW 14-bit Lossless compressed shots on a 16GB Sandisk Ultra CF card.,SS,nothing
664,664,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"It will choose an ISO for you, as well as shutter speed, aperture, flash, and then use in-camera JPG compression and noise reduction.",CS,nothing
665,665,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"You've got the date and time, the shot numbers in series, the ISO, shutter speed, f-stop, exposure compensation, use of flash, compression, contrast, color and sharpness settings-- and you're complaining?",CS,N
666,666,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,?RAW/KDC in the Z981: The 'Fine' JPG compression isn't fine-- images are blotchy and pasty-looking when examined closely at all.,CS,nothing
667,667,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"Judging by comparison with the results of third-party software, noise reduction is automatically added along with JPG compression.",SS,N
668,668,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"Using third-party software to make JPG's is the way to go: With only 2% compression in PSPX4, I was able to shrink a RAW/KDC file from 25 MB down to 12MB with no noticeable image degradation, even at pixellated magnifications.",CS,N
669,669,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"Even a 10% compression ratio still looked good, and gave about a 4MB file size.",SS,P
670,670,compression,20,12,3007816,B0031RGGFM,Kodak Easyshare Z981 14 MP Digital Camera with Schneider-Kreuznach Variogon 26xWide Angle Optical Image Stabilized Zoom Lens and 3.0-Inch LCD Sreen,"That means carrying a tripod, but you should anyway.You can get some amazing shots out of the Z981, but you'll have to work within its shortcomings.Pluses:1) Records good HD video2) Has an EVF and a large, bright LCD3) Amazing zoom and macro range4) Low chromatic aberration5) High quality images possible at ISO 64 and 1006) Uses AA batteries instead of proprietaries7) Low price-- you still get a lot, even with the minuses8) Has the usual tricks for photo manipulation, from face recognition and scene presets to black and white and sepia imaging9) A decent 'point and shoot' snapshot camera, except for its sizeMinuses:1) Digital noise gets pretty bad by ISO 2002) Blurred edges from mid to max zoom3) Only 3 f-stops at best, 1.3 at worst4) Little depth of field5) Battery life is short6) AF issues-- sometimes it can't focus7) Even 'Fine' JPG compression looks bad-- at all ISO's8) No real manual focus, and the motorized manual focus is not easy to use9) No thread to mount filters, etc.10) Rather useless 'Keyword Tag' function11) Too large for a point and shoot/pocket camera",CS,P
671,671,compression,20,12,3025498,B0032JRRWK,Canon PowerShot A3000 IS 10 MP Digital Camera with 4x Optical Image Stabilized Zoom and 2.7-Inch LCD,"Please keep in mind that the images posted by Amazon are compressed and do not represent the images in their highest detail, even so, they are quite acceptable.",CS,nothing
672,672,compression,20,12,3052193,B0034XFG86,Nikon Coolpix P100 10 MP Digital Camera with 26x Optical Vibration Reduction (VR) Zoom and 3-Inch LCD (Black),"The gantrys we have aren't all tall enough to see over them with, so I have to rely on the tilting screen.The ability of this camera to get closeup photos of small details is also invaluable, as part of my job entails catching the tiniest flaws in the inner workings of the engine, such as nicks on the compressor blades.",CS,P
673,673,compression,20,12,3052194,B0034XFG86,Nikon Coolpix P100 10 MP Digital Camera with 26x Optical Vibration Reduction (VR) Zoom and 3-Inch LCD (Black),"Indoors without flash in any lighting, especially diffuse sunlight gives photos a pink cast that cannot be removed from the jpeg file.",SS,nothing
674,674,compression,20,12,3052194,B0034XFG86,Nikon Coolpix P100 10 MP Digital Camera with 26x Optical Vibration Reduction (VR) Zoom and 3-Inch LCD (Black),Detail in distant foliage is non-existent - the noise reduction and jpeg compression smudge all detail.5.,CS,N
675,675,compression,20,12,3066996,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),Shooting JPEG only I can hold the shutter release and the camera flies - taking shot after shot.,CS,nothing
676,676,compression,20,12,3066996,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"JPEG + RAW definitely slows it down but unless you are going to be shooting a lot of sports, this won't be a problem.",SS,N
677,677,compression,20,12,3066996,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),"If you are and can keep it in JPEG, you will be fine.Quality of the pictures is fantastic.",SS,P
678,678,compression,20,12,3067259,B0035FZJHQ,Canon EOS Rebel T2i DSLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (OLD MODEL),Regular JPEG images are about 5-6 MB each.I thought the buttons were of lower quality than the Rebel XS.,CS,nothing
679,679,compression,20,12,3074291,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"This can be qutie distracting, and if you plan on doing a lot of recording, the Olympus SEMA-1 external mic adapter is highly recommended, as it should isolate the mic from the lens motor and solve this problem - this will be my next purchase**.2) The video sizes in the Motion-jpeg/AVI format are HUUGE.",SS,N
680,680,compression,20,12,3074291,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"The good news is that the video compresses down quite nicely to more familiar and compatible formats without much loss in quality - I used Handbrake to compress this video from 750 down to 310 MB in size, with a negligible-to-nil difference in quality (h.264 format, High Profile with Constant Quality set to RF 15 and audio set to pass-through).",CS,P
681,681,compression,20,12,3074298,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"Amazing Jpegs--forget RAW (embarrassed to admit it), the jpegs on this are so beautiful--no need to post process.",SS,P
682,682,compression,20,12,3074339,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),The high res JPEG is excellent.,SS,P
683,683,compression,20,12,3074476,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"You can also configure sharpening, color, etc  ...- Jpegs are greats.- Image stabilization is independent of the lens: it can be used with legacy manual film lenses.",SS,nothing
684,684,compression,20,12,3074514,B0035LBRJO,Olympus PEN E-PL1 12.3MP Live MOS Micro Four Thirds Interchangeable Lens Digital Camera with 14-42mm f/3.5-5.6 Zuiko Digital Zoom Lens (Black),"My son compressed it some in after effects so I didn't do a great job of showing its clarity, but you can hear some of the focusing and see the overall low light performance.",CS,P
685,685,compression,20,12,3099509,B0036RDP9C,Samsung TL350 10.0 MP 5x Optical Zoom Digital Camera (Black),"mp count, Jpeg vs RAW, EV, AWB, metering, etc) more detailed full menu.",CS,nothing
686,686,compression,20,12,3128625,B0037VVWBK,OLYMPUS 262855 12.3 Megapixel E-PL1 Pen Camera (Black camera body),I usually shoot raw but the jpeg in this camera really are nice.,SS,P
687,687,compression,20,12,3128626,B0037VVWBK,OLYMPUS 262855 12.3 Megapixel E-PL1 Pen Camera (Black camera body),I assigned custom white balance function to Fn button and RAW+JPEG function to video record button.,SS,nothing
688,688,compression,20,12,3162742,B00395YA6S,Panasonic Lumix DMC-ZR3 14.1 MP Digital Camera with 8x Optical Image Stabilized Zoom and 2.7-Inch LCD (Blue),"None of these camera capture in RAW, minimally processed format that more interested photo-shoppers might prefer, saving the files in JPEG compressed format.",CS,P
689,689,compression,20,12,3286292,B003E47FWU,"Polaroid CIM-1237R 12 MP Digital Camera with 3x Optical Zoom, Red","Maybe that's normal for digital cameras.Using only the internal memory (no separate memory card) and with JPEG compression set to Normal, I'm getting about 28 photos at 3 megapixel size before memory is full.",CS,nothing
690,690,compression,20,12,3286357,B003E47XR2,Olympus PEN E-P2 Micro 4/3 Digital Camera Body (Black),"The jpeg output is exceptional, and the IS really saves a lot of shots.",SS,P
691,691,compression,20,12,3401835,B003K230GQ,Reconyx HyperFire Infrared Digital Game Camera HC600,"But megapixels is only one factor in image quality, and usually only if you are going to do alot of photo editing on the jpeg images or if you are going to produce large prints.",CS,nothing
692,692,compression,20,12,3479411,B003NRACM8,EOS 5D Mark II 21.1MP Full Frame CMOS Digital SLR Camera (Canon USA) (Body),"With wide-aperture lenses, you'll be dead-on with manual focus every time.In terms of post-processing flexibility, Canon EOS video is like shooting JPEG, but worse because the H.264 video codec throws away even more unseen data.",CS,P
693,693,compression,20,12,3479411,B003NRACM8,EOS 5D Mark II 21.1MP Full Frame CMOS Digital SLR Camera (Canon USA) (Body),Your call whether that's worth five times the price.SETTINGS:Some settings only affect JPEG images.,CS,P
694,694,compression,20,12,3485085,B003NYRMGA,Panasonic LUMIX DMC-ZS6 12.1 MP DIGITAL CAMERA BLACK - 3.0 &quot; TFT Screen LCD Display!!,"The forum suggestions to blow compressed air inside the slot, clean the points with alcohol, try a new card and turn it on/off did not work for myself or the others.I want a camera that I can rely on to capture photos and it's not this model!",SS,P
695,695,compression,20,12,3490190,B003O86FY0,Panasonic DMC-FX75K 14.1MP Digital Camera with 5x Optical Image Stabilized Zoom with 3 inch LCD (Black),"2-hour-long video will take up 10GB, which is relatively light compared to JPEG HD recording.",SS,nothing
696,696,compression,20,12,3617554,B003VTZE1M,Kodak Easyshare C195 Digital Camera (Silver),"It's a good work horse, but it has major issues, and if it had a flexible audio/picture compression... settings, it would be much better, but few cameras have that as an option.",CS,P
697,697,compression,20,12,3634958,B003WJR69E,Panasonic Lumix DMC-LX5 10.1 MP Digital Camera with 3.8x Optical Image Stabilized Zoom and 3.0-Inch LCD - Black,"I considered the XZ-1, but the video format being Motion JPEG on that became a deal breaker.",SS,nothing
