date,category,content,ngram,updown
2008-07-10,S2,"다른 일부 위원은 외환시장 안정화조치의 유효성에 의문을 제기하거나 부작용을 우려하는 시각이 있다면서 이에 대한 의견을 물었으며, 이에 대해 관련부서에서는 환율정책의 기본 목적은 외환시장 안정에 있으며 최근 환율이 외환수급사정보다는 환율상승에 대한 일방적 쏠림현상에 크게 영향을 받고 있어 이를 해소하기 위해 불가피하게 시장안정화 조치를 취하게 된 것이라고 답변하였음.","외환시장/NNG;안정/NNG, 부작용/NNG;우려/NNG, 외환시장/NNG, 안정화/NNG, 조치/NNG, 유효/NNG, 의문/NNG, 제기/NNG, 부작용/NNG, 우려/NNG, 있/VV, 의견/NNG, 물/VV, 대해/VV, 환율정책/NNG, 기본/NNG, 목적/NNG, 외환시장/NNG, 안정/NNG, 있/VV, 환율/NNG, 외환/NNG, 수급/NNG, 사정/NNG, 환율/NNG, 상승/NNG, 일방적/VAX, 쏠림/NNG, 크/VA, 영향/NNG, 받/VV, 해소/NNG, 위하/VV, 불가피/NNG, 시장안정화조치/NNG, 취하/NNG, 되/VV, 답변/NNG,",up
2008-07-10,S2,"또 다른 일부 위원은 외환시장 안정화 조치 발표 직후 주식시장에서 외국인의 대규모 매도세가 이어지면서 주가가 크게 하락하였는데 이를 두고 일각에서는 동 조치가 외국인의 주식매도에 유리한 여건을 만들어준 것이 아닌가 하는 의문을 제기하고 있다면서 이에 대한 의견을 물었으며, 이에 대해 관련부서에서는 7월 들어 외국인의 주식매도세는 6월보다 오히려 조금 약화되었으며 외국인들은 우리나라뿐만 아니라 다른 나라에서도 주식을 매도하고 있는 상황이라고 설명하였음.","또/MAG, 외환시장/NNG, 안정화/NNG, 조치/NNG, 발표/NNG, 주식시장/NNG, 외국인/NNG, 대규모/NNG, 매도/NNG, 이어지/VV, 주가/NNG, 크/VA, 하락/NNG, 두/VV, 일각/NNG, 조치/NNG, 외국인/NNG, 주식/NNG, 매도/NNG, 유리/NNG, 여건/NNG, 만들/VV, 하/VV, 의문/NNG, 제기/NNG, 의견/NNG, 물/VV, 대해/VV, 들/VV, 외국인/NNG, 주식/NNG, 매도/NNG, 조금/MAG, 약화/NNG, 외국인/NNG, 아니/VCN, 나라/NNG, 주식/NNG, 매도/NNG, 설명/NNG,",up
2008-07-10,S2,일부 위원은 외환시장 안정화 조치의 불가피성은 충분히 이해되지만 국제금융시장이 통합되어 있는 상황에서 자칫 국제투기세력에 의해 공격을 받을 수 있다는 점을 항상 염두에 두어야 할 것이라는 견해를 나타내었음.,"외환시장/NNG, 안정화/NNG, 조치/NNG, 불가피성/NNG, 충분히/MAG, 이해/NNG, 국제/NNG, 금융시장/NNG, 자칫/MAG, 국제/NNG, 투기/NNG, 세력/NNG, 의하/VV, 공격/NNG, 받/VV, 있/VV, 점/NNG, 항상/MAG, 염두/NNG, 두/VV, 견해/NNG, 나타나/VV",up
2008-08-07,S2,"일부 위원은 최근 외환보유액 감소, ,｢ ․ ｣ 외국인 주식 채권투자자금 유출 국내은행의 외화차입여건 악화 등을 근거로 월· , 9 외화유동성 위기설이 제기되고 있다면서 이에 대한 의견을 물었으며 이에 대해, 관련부서에서는 유동외채비율 대비총외채비율 등의 지표들이 여전히 양호한, GNI 수준인 데다 국내차익거래유인 지속 등으로 월에 만기가 도래하는 외국인 채권9 투자자금의 이탈 규모도 그리 크지 않을 것으로 예상되는 점 등을 고려할 때 외화유동성 위기가 현실화될 가능성은 매우 낮은 것으로 보인다고 답변하였음.","외국인/NNG;채권투자/NNG;자금/NNG;이탈/NNG, 외화차입/NNG;여건/NNG;악화/NNG, 외환보유액/NNG;감소/NNG, 외환보유액/NNG, 감소/NNG, 외국인/NNG, 주식/NNG, 채권투자/NNG, 자금/NNG, 유출/NNG, 외화차입/NNG, 여건/NNG, 악화/NNG, 근거/NNG, 외화/NNG, 유동성/NNG, 위기설/NNG, 제기/NNG, 의견/NNG, 물/VV, 대해/VV, 유동외채/NNG, 비율/NNG, 대비/NNG, 외채/NNG, 비율/NNG, 지표/NNG, 여전히/MAG, 양호/NNG, gni/NNG, 수준/NNG, 차익거래/NNG, 유인/NNG, 지속/NNG, 만기/NNG, 도래/NNG, 외국인/NNG, 채권투자/NNG, 자금/NNG, 이탈/NNG, 규모/NNG, 그리/MAG, 크/VA, 않/VX, 예상/NNG, 점/NNG, 고려/NNG, 하/VV, 때/NNG, 외화/NNG, 유동성/NNG, 위기/NNG, 현실화/NNG, 되/VV, 가능성/NNG, 매우/MAG, 낮/VA, 보/VV, 답변/NNG,",up
2008-08-07,S2,다른 일부 위원은 외환시장 안정화조치와 관련하여 최근 외환시장에서경상거래 및 장기자본거래 부문에서 외화자금이 순유출되고 국내거주자들이 환율상승 기대로 외화예금과 선물환매수를 늘리고 있는 점에 유의할 필요가 있다는견해를 표명하였음.,"외환시장/NNG, 안정화/NNG, 조치/NNG, 외환시장/NNG, 경상거래/NNG, 장기/NNG, 자본거래/NNG, 외화자금/NNG, 순유출/NNG, 거주자/NNG, 환율/NNG, 상승/NNG, 기대/NNG, 외화예금/NNG, 선물환/NNG, 매수/NNG, 늘/VV, 점/NNG, 유의/NNG, 하/VV, 필요/NNG, 있/VA, 견해/NNG, 표명/NNG,",up
2008-08-07,S2,"또 다른 일부 위원은 최근 외국인들이 국내 주식과 채권을 매도하고 직접투자를 줄이는 것이 위험자산 축소 경향 이외에 우리나라의 기초경제여건에 대해다른 시각이 있기 때문이 아닌지 파악해 볼 필요가 있다는 견해를 나타내었으며, 이에 대해 관련부서에서는 미국의 서브프라임 모기지 부실문제 발생 이후 년 동1 안 국내 실물경제 및 금융외환시장 상황이 다른 나라에 비해 나쁘지 않으며 우리경제에 대한 국제신용평가회사들의 시각도 긍정적인 편이라고 설명하였음.","직접/MAG;투자/NNG;줄/VV, 서브프라임/NNG;부실/NNG, 위험자산/NNG;축소/NNG, 또/MAG, 외국인/NNG, 주식/NNG, 채권/NNG, 매도/NNG, 직접/MAG, 투자/NNG, 줄/VV, 위험자산/NNG, 축소/NNG, 경향/NNG, 기초/NNG, 경제/NNG, 여건/NNG, 대해/VV, 있/VV, 파악/NNG, 필요/NNG, 있/VA, 견해/NNG, 나타나/VV, 대해/VV, 서브프라임/NNG, 부실/NNG, 문제/NNG, 발생/NNG, 동/NNG, 안/NNG, 실물/NNG, 경제/NNG, 금융/NNG, 외환시장/NNG, 나라/NNG, 비해/VV, 나쁘/VA, 않/VX, 경제/NNG, 국제/NNG, 긍정적/VAX, 설명/NNG,",up
2008-09-11,S2,"일부 위원은 우리나라 프리미엄, CDS｢ ․ ｣ 상승에 따른 재정거래유인 축소 연말결산을 앞둔 외은지점의 재무제표 건전성, 제고노력 등에 비추어 연말에 갈수록 외국인 채권투자자금의 유출이 늘어날 가능성이 있으므로 이에 유의할 필요가 있으며 아울러 공기업과 금융기관의 외화차입이 비슷한 시기에 집중될 경우 외화차입 가산금리가 상승하고 금융기관의 외화차입이 어려워질 수 있으므로 외화차입 시기가 분산되도록 유도할 필요가 있다는견해를 나타내었음.","외화차입/NNG;스프레드/NNG;상승/NNG, 재정거래/NNG;유인/NNG;축소/NNG, 자금/NNG;유출/NNG;늘/VV, cds/NNG;상승/NNG, 외화차입/NNG;어렵/VA, 프리미엄/NNG, cds/NNG, 상승/NNG, 따르/VV, 재정거래/NNG, 유인/NNG, 축소/NNG, 결산/NNG, 앞두/VV, 외/VA, 지점/NNG, 건전성/NNG, 제고/NNG, 노력/NNG, 비추/VV, 갈수록/MAG, 외국인/NNG, 채권투자/NNG, 자금/NNG, 유출/NNG, 늘/VV, 가능성/NNG, 있/VV, 유의/NNG, 하/VV, 필요/NNG, 있/VA, 아울러/MAG, 공기업/NNG, 금융기관/NNG, 외화차입/NNG, 비슷/NNG, 집중/NNG, 되/VV, 외화차입/NNG, 스프레드/NNG, 상승/NNG, 금융기관/NNG, 외화차입/NNG, 어렵/VA, 있/VV, 외화차입/NNG, 분산/NNG, 유도/NNG, 하/VV, 필요/NNG, 있/VA, 견해/NNG, 나타나/VV",neutrality
2008-09-11,S2,"다른 일부 위원은 미국의 금융시장 불안이 재연될 가능성이 크고 미국의실물경제도 좋지 않은 점을 감안할 때 최근의 글로벌 미달러화 강세가 일시적인현상에 그칠 가능성이 높은 것으로 보인다는 의견과 함께 이번 달에 대거 만기도래하는 외국인 보유채권의 전망에 대해 물었으며 이에 대해 관련부서에서는 구, 체적으로 점검해본 결과 별 문제가 없는 것으로 판단된다고 답변하였음.","실물/NNG;경제/NNG;좋/VA, 경제/NNG;좋/VA;않/VX, 금융시장/NNG;불안/NNG, 금융시장/NNG, 불안/NNG, 재연/NNG, 되/VV, 가능성/NNG, 크/VA, 실물/NNG, 경제/NNG, 좋/VA, 않/VX, 점/NNG, 감안/NNG, 하/VV, 때/NNG, 글로벌/NNG, 미/NNG, 달러/NNG, 강세/NNG, 일시적/VAX, 현상/NNG, 그치/VV, 가능성/NNG, 높/VA, 보인다는/VV, 의견/NNG, 함께/MAG, 달/NNG, 대거/MAG, 만기/NNG, 도래/NNG, 외국인/NNG, 보유/NNG, 채권/NNG, 전망/NNG, 대해/VV, 물/VV, 대해/VV, 구체적/VAX, 점검/NNG, 결과/NNG, 별/NNG, 문제/NNG, 없/VA, 판단/NNG, 되/VV, 답변/NNG,",neutrality
2008-09-11,S2,"또 다른 일부 위원은 경상수지와 자본수지가 모두 적자인 상황에서 국제금융시장의 신용경색으로 해외차입여건이 불리해지면 국내 외화유동성사정이 어려워져 환율상승압력이 지속될 것으로 예상된다는 견해를 나타내었으며 이에 대, 해 관련부서에서는 금년 분기에 경상수지가 개선되면 환율상승압력이 완화될4/4 수 있을 것으로 기대된다고 하였음.","경상/NNG;수지/NNG;개선/NNG, 어렵/VA;환율/NNG;상승/NNG, 또/MAG, 경상/NNG, 수지/NNG, 자본/NNG, 수지/NNG, 모두/MAG, 적자/NNG, 국제/NNG, 금융시장/NNG, 신용경색/NNG, 해외/NNG, 차입/NNG, 여건/NNG, 불리/NNG, 해지/NNG, 외화/NNG, 유동성/NNG, 사정/NNG, 어렵/VA, 환율/NNG, 상승/NNG, 압력/NNG, 지속/NNG, 되/VV, 예상/NNG, 되/VV, 견해/NNG, 나타나/VV, 대/VV, 경상/NNG, 수지/NNG, 개선/NNG, 환율/NNG, 상승/NNG, 압력/NNG, 완화/NNG, 되/VV, 있/VV, 기대/NNG, 되/VV",neutrality
2008-09-11,S2,"일부 위원은 외환시장에 대한 적절한 대응책을 강구하기 위해서는 시장상황에 대한 정확한 판단이 우선되어야 하는데 최근 일각에서 원화환율 상승 및 외환보유액 감소 등을 근거로 위기상황으로 가는 것이 아닌가 하는 우려가 제기되고 있다면서 이에 대한 의견을 물었으며 이에 대해 관련부서에서는 최근 외환시, 장사정이 다소 나빠지기는 하였으나 외채구조나 외환보유액 수준 등을 고려할 때위기상황은 아닌 것으로 생각된다고 답변하였음 동 위원은 이에 동의한다면서. 4 그러한 중앙은행의 판단을 시장에 정확히 전달하고 아울러 중앙은행으로서 중장기적인 관점에서 원화의 대외가치 안정을 도모하기 위한 방안을 강구할 필요가있다는 의견을 덧붙였음.","원화/NNG;환율/NNG;상승/NNG, 외환보유액/NNG;감소/NNG, 가격/NNG;안정/NNG, 외환시장/NNG, 적절/NNG, 대응책/NNG, 강구/NNG, 위하/VV, 시장/NNG, 정확/VAX, 판단/NNG, 우선/MAG, 되/VV, 하/VV, 일각/NNG, 원화/NNG, 환율/NNG, 상승/NNG, 외환보유액/NNG, 감소/NNG, 근거/NNG, 위기/NNG, 가/VV, 하/VV, 우려/NNG, 제기/NNG, 의견/NNG, 물/VV, 대해/VV, 외환/NNG, 시/NNG, 다소/MAG, 나쁘/VA, 하/VV, 외채/NNG, 구조/NNG, 외환보유액/NNG, 수준/NNG, 고려/NNG, 하/VV, 때/NNG, 위기/NNG, 아니/VCN, 생각/NNG, 되/VV, 답변/NNG, 동의/NNG, 그러/NNG, 판단/NNG, 시장/NNG, 정확/MAG, 아울러/MAG, 중장기/NNG, 관점/NNG, 원화/NNG, 대외/NNG, 가격/NNG, 안정/NNG, 도모/NNG, 위하/VV, 방안/NNG, 강구/NNG, 하/VV, 필요/NNG, 있/VA, 의견/NNG, 덧붙이/VV",neutrality
2008-10-09,S2,"일부 위원은 외화유동성 사정을 분석,｢ ․ ｣ 함에 있어서 유동외채비율이 중요한 지표이나 이에 못지않게 외화자금을 조달하고 운용하는 과정에서 발생하는 만기불일치도 매우 중요한 기준이므로 이에 대해면밀히 점검할 필요가 있다는 의견을 제시하였음.","외화/NNG, 유동성/NNG, 사정/NNG, 분석/NNG, 함/VV, 있/VV, 유동외채/NNG, 비율/NNG, 중요/NNG, 지표/NNG, 못지않/VA, 외화자금/NNG, 조달/NNG, 운용/NNG, 과정/NNG, 발생/NNG, 만기/NNG, 불일치/NNG, 매우/MAG, 중요/NNG, 기준/NNG, 대해/VV, 면밀히/MAG, 점검/NNG, 하/VV, 필요/NNG, 있/VA, 의견/NNG, 제시/NNG,",down
2008-10-09,S2,"다른 일부 위원은 스왑시장을 통해 외화유동성을 공급할 때 외화자금이필요한 은행에 직접 공급될 수 있는 방안을 강구해 볼 필요가 있다는 의견을 제시하였으며 이에 대해 관련부서에서는 스왑시장 참여방식의 개선방안에 대해 검, 토중에 있다고 답변하였음 아울러 동 위원은 한국 중국 일본 중앙은행간에 통화. ･ ･ 협력체제를 구축하여 긴급시 외화유동성을 조달할 수 있는 경로를 확충해 나갈필요가 있다는 견해를 덧붙였음.","스왑/NNG, 시장/NNG, 통하/VV, 외화/NNG, 유동성/NNG, 공급/NNG, 하/VV, 때/NNG, 외화자금/NNG, 필요/NNG, 은행/NNG, 직접/MAG, 공급/NNG, 되/VV, 있/VV, 방안/NNG, 강구/NNG, 필요/NNG, 있/VA, 의견/NNG, 제시/NNG, 대해/VV, 스왑/NNG, 시장/NNG, 참여/NNG, 개선/NNG, 방/NNG, 안/NNG, 대해/VV, 검/NNG, 토중/NNG, 있/VV, 답변/NNG, 아울러/MAG, 통화/NNG, 협력/NNG, 체제/NNG, 구축/NNG, 긴급/NNG, 시/NNG, 외화/NNG, 유동성/NNG, 조달/NNG, 하/VV, 있/VV, 경로/NNG, 확충/NNG, 필요/NNG, 있/VA, 견해/NNG, 덧붙이/VV",down
2008-10-09,S2,"또 다른 일부 위원은 일부 해외투자은행들이 우리나라의 대외취약성이 높다고 보는 이유가 무엇인지를 물었으며 이에 대해 관련부서에서는 국내금융기관, 의 대외차입이 많은 데다 높은 수출비중으로 세계경기 침체의 영향을 많이 받게될 것이라는 점이 작용한 것으로 보인다고 답변하였음.","세계/NNG;경기/NNG;침체/NNG, 대외/NNG;취약/NNG, 취약/NNG;높/VA, 또/MAG, 해외/NNG, 투자은행/NNG, 대외/NNG, 취약/NNG, 높/VA, 이유/NNG, 물/VV, 대해/VV, 금융기관/NNG, 의/NNG, 대외/NNG, 차입/NNG, 많/VA, 높/VA, 수출/NNG, 비중/NNG, 세계/NNG, 경기/NNG, 침체/NNG, 영향/NNG, 많이/MAG, 받/VV, 되/VV, 점/NNG, 작용/NNG, 보/VV, 답변/NNG,",down
2008-10-09,S2,"동 위원은 외환시장의 쏠림현상을 해소하기 위해서는 정책당국의 신뢰성이 매우 중요하다는 견해와 함께 외환시장 불안에 대응하여 외환보유액을 사용, 할 수밖에 없는데 그와 동시에 적정 수준의 외환보유액도 유지해야 하므로 정책수행에 어려움이 가중되고 있다는 견해를 표명하였음.","외환시장/NNG;불안/NNG, 외환시장/NNG, 쏠림/NNG, 해소/NNG, 위하/VV, 신뢰/NNG, 매우/MAG, 중요/NNG, 견해/NNG, 함께/MAG, 외환시장/NNG, 불안/NNG, 대응/NNG, 외환보유액/NNG, 사용/NNG, 하/VV, 없/VA, 적정/NNG, 수준/NNG, 외환/NNG, 보유/NNG, 액도/NNG, 유지/NNG, 하/VV, 하/VV, 정책/NNG, 수행/NNG, 어렵/VV, 가중/NNG, 견해/NNG, 표명/NNG,",down
2008-10-09,S2,일부 위원은 우리나라의 프리미엄이 신용등급이 낮은 일부 아시아CDS 국가들보다 높은 것은 우리나라의 외화 익스포져 가 상대적으로 큰 점(exposure) 이외에 외화유동성에 대한 통제가 어렵다는 점도 일부 영향을 미친 것으로 보인다는 견해를 나타내었음.,"유동성/NNG;통제/NNG, 신용등급/NNG;낮/VA, 통제/NNG;어렵/VA, 프리미엄/NNG, 신용등급/NNG, 낮/VA, cds/NNG, 국가/NNG, 높/VA, 외화/NNG, 상대적/VAX, 크/VA, 점/NNG, 외화/NNG, 유동성/NNG, 통제/NNG, 어렵/VA, 점/NNG, 영향/NNG, 미치/VV, 보인다는/VV, 견해/NNG, 나타나/VV",down
2008-11-07,S2,"일부 위원은 지난달에 우리나라 프CDS 리미엄이 원화환율 급등의 영향으로 신용위험과 관계없이 크게 오르는 등 환율 상승에 따른 부작용이 나타나고 있으므로 환율 안정에 좀 더 유의해야 할 것이라는의견과 함께 스왑시장을 통한 외화 공급이 자칫 연말결산을 앞둔 외국인들의 채권,매도를 촉진시킬 수도 있으므로 신중을 기해야 할 것이라는 견해를 나타내었음.","원화/NNG;환율/NNG;급등/NNG, cds/NNG, 엄이/NNG, 원화/NNG, 환율/NNG, 급등/NNG, 영향/NNG, 신용위험/NNG, 관계/NNG, 없이/MAG, 크/VA, 오르/VV, 환율/NNG, 상승/NNG, 따르/VV, 부작용/NNG, 나타나/VV, 환율/NNG, 안정/NNG, 좀/MAG, 더/MAG, 유의/NNG, 하/VV, 의견/NNG, 함께/MAG, 스왑/NNG, 시장/NNG, 통하/VV, 외화/NNG, 공급/NNG, 자칫/MAG, 결산/NNG, 앞두/VV, 외국인/NNG, 채권/NNG, 매도/NNG, 촉진/NNG, 있/VA, 신중/NNG, 기하/VV, 견해/NNG, 나타나/VV",down
2008-11-07,S2,"다른 일부 위원은 미연준과의 통화스왑계약 체결 이후 외환시장이 점차안정되고는 있으나 앞으로도 금융기관의 차입상황 등에 대한 모니터링을 강화해나가야 할 것이라는 의견과 함께 최근 차익거래유인이 확대되고 있음에도 불구,하고 외국인들이 국내 보유채권을 매도하는 이유가 무엇인지를 물었으며 이에,대해 관련부서에서는 글로벌 디레버리징 추세에다 연말결산 요인이 가세한 데에주로 기인하고 있다고 답변하였음.","외환시장/NNG;점차/MAG;안정/NNG, fed/NNG, crs/NNG, 계약/NNG, 체결/NNG, 외환시장/NNG, 점차/MAG, 안정/NNG, 금융기관/NNG, 차입/NNG, 모니터링/NNG, 강화/NNG, 의견/NNG, 함께/MAG, 차익거래/NNG, 유인/NNG, 확대/NNG, 불구/NNG, 하/VV, 외국인/NNG, 보유/NNG, 채권/NNG, 매도/NNG, 이유/NNG, 물/VV, 대해/VV, 글로벌/NNG, 디레버리징/NNG, 추세/NNG, 결산/NNG, 요인/NNG, 가세/NNG, 주로/MAG, 기인/NNG, 답변/NNG,",down
2008-11-07,S2,또 다른 일부 위원은 미연준과의 통화스왑계약 체결에도 불구하고 스왑시장을 통해 공급되는 외화가 국내은행으로 유입되지 않을 경우 그동안 국제금융시장에서 우리나라 프리미엄이 높게 형성된 주요인인 국내은행들의 높은 외화CDS익스포져 가 해소되기 어려울 것으로 우려된다는 의견을 개진하였음.,"어렵/VA;우려/NNG, 또/MAG, fed/NNG, crs/NNG, 계약/NNG, 체결/NNG, 불구/NNG, 스왑/NNG, 시장/NNG, 통하/VV, 공급/NNG, 외화/NNG, 유입/NNG, 않/VX, 국제/NNG, 금융시장/NNG, 프리미엄/NNG, 높/VA, 형성/NNG, 되/VV, 주요인/NNG, 높/VA, 외화/NNG, cds/NNG, 해소/NNG, 어렵/VA, 우려/NNG, 되/VV, 의견/NNG, 개진/NNG,",down
2008-11-07,S2,"exposure)일부 위원은 지난달 조선업계의 수주규모가 대폭 줄었는데 앞으로의 전망이 어떤지를 물었으며 이에 대해 관련부서에서는 지난달의 선박수주 급감은 매,우 이례적인 현상이나 과거 세계 조선경기 추이 등에 비추어 앞으로 상당기간 둔화추세가 지속될 것으로 예상된다고 답변하였음.","수주/NNG;급감/NNG, 둔화/NNG;추세/NNG, 수주/NNG, 규모/NNG, 대폭/MAG, 줄/VV, 전망/NNG, 어떤지를/VA, 물/VV, 대해/VV, 수주/NNG, 급감/NNG, 매/VV, 이례적/VAX, 현상/NNG, 세계/NNG, 경기/NNG, 추이/NNG, 비추/VV, 상당기간/NNG, 둔화/NNG, 추세/NNG, 지속/NNG, 되/VV, 예상/NNG, 되/VV, 답변/NNG,",down
2008-12-11,S2,일부 위원은 정부의 지급보증에도 불구 하고 은행들이 외화차입에 적극 나서지 않고 외환보유액과 한미통화스왑 자금에거의 의존하는 경향이 있다면서 이러한 현상이 지속되지 않도록 노력할 필요가 있다는 의견을 제시하였음.,"지급보증/NNG, 불구/NNG, 은행/NNG, 외화차입/NNG, 적극/NNG, 나서/VV, 않/VX, 외환보유액/NNG, 한미/NNG, crs/NNG, 자금/NNG, 거의/MAG, 의존/NNG, 경향/NNG, 있/VV, 이러/NNG, 현상/NNG, 지속/NNG, 않/VX, 노력/NNG, 하/VV, 필요/NNG, 있/VA, 의견/NNG, 제시/NNG,",down
2008-12-11,S2,"다른 일부 위원은 정책금리 인하가 환율에 미치는 영향은 각국의 경제상황과 여건에 따라 다를 수밖에 없는데 추가적인 환율상승이 부담되는 현 상황에서 기준금리를 대폭 인하할 경우 원화환율에 어떠한 영향을 미칠 것으로 보는지를 물었으며 이에 대해 관련부서에서는 우리나라뿐만 아니라 다른 나라들도 정,책금리를 큰 폭으로 인하하고 있기 때문에 금리인하에 따른 환율상승압력은 그리크지 않을 것으로 생각된다고 답변하였음.","금리/NNG;인하/NNG, 금리/NNG, 인하/NNG, 환율/NNG, 미치/VV, 영향/NNG, 각국/NNG, 경제/NNG, 여건/NNG, 다르/VA, 없/VA, 추가/NNG, 환율/NNG, 상승/NNG, 부담/NNG, 금리/NNG, 대폭/MAG, 인하/NNG, 하/VV, 원화/NNG, 환율/NNG, 어떠/NNG, 영향/NNG, 미치/VV, 보/VV, 물/VV, 대해/VV, 아니/VCN, 나라/NNG, 정/MAG, 책/NNG, 금리/NNG, 크/VA, 인하/NNG, 금리/NNG, 인하/NNG, 따르/VV, 환율/NNG, 상승/NNG, 압력/NNG, 그리/MAG, 크/VA, 않/VX, 생각/NNG, 되/VV, 답변/NNG,",down
2008-12-11,S2,"아울러 동 위원은 경쟁입찰방식에 의한 스왑자금 공급시 낙찰금리가 지나치게 낮아질 경우 은행들의 해외차입 유인을 줄이는 요인으로 작용할 수 있는 점에유의할 필요가 있다는 견해와 함께 국내은행들의 외채 차환에 영향을 미칠 수 있,는 위험요인들을 사전에 점검해 나갈 필요가 있다는 의견을 제시하였음.","금리/NNG;지나치/VA;낮/VA, 아울러/MAG, 경쟁입찰/NNG, 의하/VV, 스왑/NNG, 자금/NNG, 공급/NNG, 낙찰/NNG, 금리/NNG, 지나치/VA, 낮/VA, 은행/NNG, 해외/NNG, 차입/NNG, 유인/NNG, 줄/VV, 요인/NNG, 작용/NNG, 하/VV, 있/VV, 점/NNG, 유의/NNG, 하/VV, 필요/NNG, 있/VA, 견해/NNG, 함께/MAG, 외채/NNG, 차환/NNG, 영향/NNG, 미치/VV, 있/VA, 위험요인/NNG, 사전/NNG, 점검/NNG, 필요/NNG, 있/VA, 의견/NNG, 제시/NNG,",down
2008-12-11,S2,"또 다른 일부 위원은 중국 위안화가 앞으로도 추가적으로 절하될 것으로보는 견해가 많은데 만일 그렇게 될 경우 우리나라의 대중국 수출에 어떠한 영향을 미칠 것인지를 물었으며 이에 대해 관련부서에서는 그동안 원화의 절하폭이,위안화에 비해 컸던 데다 중국의 수출경쟁력 제고로 대중국 부품 수출이 늘어나는 점도 있어 위안화 절하에 따른 부정적인 영향은 그리 크지 않을 것으로 보인다고 답변하였음.","원화/NNG;절하/NNG, 수출/NNG;늘/VV, 또/MAG, 위안/NNG, 추가/NNG, 절하/NNG, 되/VV, 보/VV, 견해/NNG, 많/VA, 만일/MAG, 그리/MAG, 되/VV, 수출/NNG, 어떠/NNG, 영향/NNG, 미치/VV, 물/VV, 대해/VV, 원화/NNG, 절하/NNG, 위안/NNG, 비해/VV, 크/VA, 수출/NNG, 경쟁력/NNG, 제고/NNG, 부품/NNG, 수출/NNG, 늘/VV, 점/NNG, 있/VA, 위안/NNG, 절하/NNG, 따르/VV, 부정적/VAX, 영향/NNG, 그리/MAG, 크/VA, 않/VX, 보/VV, 답변/NNG,",down
2008-12-11,S2,"일부 위원은 국제적인 기축통화를 보유하고 있는 미국과 유로지역과 달리우리나라의 외환시장은 매우 불안정한 상황인 만큼 기준금리의 인하폭과 속도를결정함에 있어서 선진국의 금리정책 외에도 우리 경제가 직면하고 있는 여건을충분히 고려하여 신중하게 접근해야 할 것이며 아울러 여론이나 시장의 요구를,지나치게 의식하여 선제적으로 조치를 취할 경우 정책 타이밍이 맞지 않을 수도있으므로 이에 유의할 필요가 있다는 의견을 개진하였음.","불안정/NNG;금리/NNG;인하/NNG, 국제/NNG, 기축통화/NNG, 보유/NNG, 유로존/NNG, 달리/MAG, 외환시장/NNG, 매우/MAG, 불안정/NNG, 금리/NNG, 인하/NNG, 속도/NNG, 결정/NNG, 있/VV, 선진국/NNG, 금리/NNG, 정책/NNG, 경제/NNG, 직면/NNG, 여건/NNG, 충분히/MAG, 고려/NNG, 신중/NNG, 접근/NNG, 하/VV, 아울러/MAG, 여론/NNG, 시장/NNG, 요구/NNG, 지나치/VA, 의식/NNG, 선제/NNG, 조치/NNG, 취하/VV, 정책/NNG, 타이밍/NNG, 맞/VV, 않/VX, 있/VA, 유의/NNG, 하/VV, 필요/NNG, 있/VA, 의견/NNG, 개진/NNG,",down
2009-01-09,S2,"일부 위원은 법원의 효력정지, KIKO•｢ ｣ 결정이 추가로 뒤따를 경우 거래은행들의 반대매매거래로 이어져 환율상승요인으로 작용할 것이라는 견해가 있으나 상당수 기업들이 이미 관련손실을 대출로 전환하거나 시장에서 청산한 데다 계약기간도 상당히 경과하여 이행해야 할 계NDF약규모가 축소된 점 등을 감안할 때 효력정지 결정이 환율에 큰 영향을 미KIKO치지는 않을 것으로 보인다는 의견을 나타내었음 다만 금융거래시 법률 리스크.를 중시하는 외국인투자가들이 이번 결정으로 국내은행과의 거래에 있(legal risk)어 신뢰성에 의문을 제기할 우려가 있으므로 이에 유의해야 할 것이라는 견해를표명하였음.","법원/NNG, 효력/NNG, 정지/NNG, 결정/NNG, 추가/NNG, 뒤따르/VV, 거래/NNG, 은행/NNG, 반대매매/NNG, 거래/NNG, 이어지/VV, 환율/NNG, 상승/NNG, 요인/NNG, 작용/NNG, 하/VV, 견해/NNG, 있/VA, 상당수/NNG, 기업/NNG, 이미/MAG, 손실/NNG, 대출/NNG, 전환/NNG, 시장/NNG, 청산/NNG, 하/VV, 계약/NNG, 상당히/MAG, 경과/NNG, 이행/NNG, 하/VV, 계/NNG, 약/NNG, 규모/NNG, 축소/NNG, 되/VV, 점/NNG, 감안/NNG, 하/VV, 때/NNG, 효력/NNG, 정지/NNG, 결정/NNG, 환율/NNG, 크/VA, 영향/NNG, 미/NNG, 치지는/VA, 않/VX, 보인다는/VV, 의견/NNG, 나타나/VV, 금융/NNG, 거래/NNG, 시/NNG, 법률/NNG, 위험/NNG, 중시/NNG, 외국인/NNG, 투자가/NNG, 결정/NNG, 거래/NNG, 있/VA, 신뢰/NNG, 의문/NNG, 제기/NNG, 하/VV, 우려/NNG, 있/VA, 유의/NNG, 하/VV, 견해/NNG, 표명/NNG,",down
